skill_dribbling,skill_curve,skill_ball_control,skill_moves,age,height_cm,weight_kg,power_strength
60,47,62,2,21,182,67,67
29,32,51,2,22,190,80,74
69,53,67,2,21,168,63,58
59,41,58,2,21,177,68,64
69,44,63,3,20,186,76,68
38,22,57,2,20,184,80,74
44,34,49,2,19,187,82,69
63,48,65,2,21,178,77,68
69,63,66,3,20,169,72,56
68,47,68,3,17,179,69,55
66,55,63,3,22,175,70,56
11,12,14,1,21,191,81,61
54,42,63,2,21,185,77,61
9,11,19,1,22,187,78,54
55,36,63,2,21,180,75,64
68,61,65,3,22,170,70,57
68,63,64,3,20,170,57,30
70,64,69,3,22,177,70,52
70,45,65,3,21,176,70,57
38,30,42,2,20,186,78,73
68,63,63,2,20,165,67,44
67,60,66,4,21,169,62,34
68,59,60,3,23,190,75,68
60,36,54,2,23,189,87,76
42,56,59,2,24,184,77,65
58,40,63,2,21,178,74,67
64,45,68,3,21,173,60,62
61,48,63,2,23,177,67,56
55,44,61,2,23,183,77,78
45,26,62,2,23,180,70,70
64,64,65,3,23,177,63,65
66,65,70,3,21,183,76,60
60,44,57,2,22,179,71,75
44,49,54,2,23,189,78,76
55,48,66,2,23,170,69,55
41,34,57,2,21,194,82,77
63,60,65,3,23,180,70,64
65,47,65,3,22,182,84,75
68,44,62,3,22,175,70,58
63,57,63,3,22,176,73,58
73,64,75,3,22,186,77,59
67,44,70,3,23,188,80,81
63,54,65,3,22,179,72,57
52,43,59,2,23,186,70,76
71,63,68,4,23,165,53,25
55,41,61,2,21,188,75,74
58,44,56,2,20,187,76,64
47,38,50,2,23,187,83,67
66,49,67,3,22,176,76,58
59,53,62,2,22,186,81,75
62,46,71,2,23,175,75,57
64,41,64,2,21,170,65,42
52,22,62,2,21,183,69,68
62,29,46,2,22,177,64,58
60,47,62,2,23,191,78,64
66,53,62,3,22,179,82,82
68,65,70,3,21,176,68,54
59,37,63,2,23,184,78,75
66,61,63,3,23,180,71,68
60,58,63,2,21,180,65,55
62,51,64,2,22,185,74,62
58,47,64,2,21,184,79,68
61,35,60,2,23,179,71,58
63,40,64,3,20,180,66,71
38,32,50,2,21,185,84,80
63,57,62,3,21,182,72,64
69,57,66,3,21,182,72,46
65,54,67,3,22,171,63,54
51,31,61,2,21,195,98,94
59,41,61,2,23,196,86,88
68,55,65,3,22,178,73,59
42,39,53,2,21,185,74,68
36,25,53,2,20,191,87,84
65,49,68,3,23,180,70,65
58,32,56,2,22,178,70,59
68,40,70,4,21,181,75,53
66,56,68,3,21,184,73,55
60,58,59,2,23,182,70,71
69,50,67,3,21,179,68,47
60,59,66,2,22,168,64,38
63,61,65,2,22,186,76,66
71,61,66,3,20,176,65,57
13,19,22,1,24,188,89,68
49,62,59,2,23,178,79,73
16,11,25,1,24,186,70,49
65,48,65,4,23,182,70,48
68,60,67,3,21,180,70,59
67,56,62,2,22,174,60,56
67,55,68,3,23,171,67,45
53,45,56,2,22,184,76,78
20,14,23,1,22,191,87,72
71,67,70,3,21,183,70,55
67,55,66,3,23,178,67,57
70,62,74,2,23,183,67,61
28,30,53,2,24,186,79,85
54,42,53,2,22,185,74,73
63,61,65,3,22,182,67,44
66,63,66,2,22,176,70,58
67,58,64,3,23,167,68,52
61,35,62,2,23,178,79,65
62,55,63,2,21,185,91,79
66,56,68,3,22,179,68,48
69,55,68,3,22,186,80,70
63,49,50,2,23,175,69,47
65,64,64,3,22,173,76,65
64,32,62,2,23,182,77,74
62,55,63,3,22,183,71,62
13,11,14,1,24,192,80,58
52,34,65,2,21,188,78,72
66,78,67,3,22,170,65,47
59,56,58,2,23,180,68,65
64,52,67,3,21,174,72,69
25,31,23,1,23,194,78,66
66,46,68,3,21,170,66,53
67,44,63,3,23,179,82,63
48,33,62,2,22,185,72,70
67,54,74,3,21,185,81,70
10,12,16,1,21,191,82,52
10,10,11,1,24,186,79,42
65,50,66,3,24,183,75,57
64,60,65,3,21,169,62,68
59,50,64,2,22,176,65,62
63,31,61,2,23,182,71,58
64,56,66,3,23,181,75,60
59,32,59,2,22,178,68,79
64,48,60,2,22,180,70,73
10,12,20,1,23,192,83,62
58,47,64,2,21,174,73,71
72,64,67,3,20,175,70,47
62,20,64,2,21,187,88,86
40,26,42,2,24,183,76,60
39,30,49,2,21,191,84,73
66,60,66,3,22,178,77,57
37,27,37,2,22,189,80,67
9,11,10,1,20,190,72,57
12,11,20,1,22,190,85,66
54,37,55,2,22,187,77,70
41,32,49,2,20,184,80,74
62,60,59,2,22,188,78,69
49,49,59,2,24,180,70,77
67,55,70,3,25,183,77,69
66,55,66,3,24,184,73,49
58,52,62,2,23,179,80,84
68,69,68,3,23,178,74,59
65,64,66,3,23,180,73,52
63,54,62,2,24,180,67,65
34,31,48,2,25,182,80,71
50,32,62,2,24,184,73,75
63,48,58,2,23,178,73,68
70,65,67,3,23,178,77,64
43,35,56,2,23,187,84,82
19,25,22,1,23,185,71,53
71,66,69,3,23,177,68,47
42,30,51,2,24,192,89,82
61,44,64,2,22,192,86,80
69,46,70,3,23,177,72,59
50,30,65,2,23,185,75,67
62,56,63,2,23,175,75,67
66,63,68,3,22,170,69,67
45,23,65,2,23,185,79,75
40,32,51,2,22,193,73,78
57,42,58,2,21,173,66,62
53,53,59,2,23,182,73,46
66,60,67,3,23,183,80,71
59,54,58,2,24,178,77,75
47,40,60,2,23,188,70,69
17,11,24,1,23,189,85,62
66,41,68,3,23,175,66,39
65,58,70,2,22,179,72,30
64,58,65,3,24,183,81,72
66,47,67,3,23,182,73,59
63,70,65,3,22,176,74,62
43,29,56,2,23,181,75,65
71,60,70,3,23,182,73,48
51,39,51,2,22,193,87,79
56,59,64,2,23,177,70,60
35,29,43,2,24,195,90,92
53,38,54,2,23,182,76,75
64,65,67,3,23,179,75,66
39,38,42,2,23,194,89,91
37,23,59,2,22,185,84,76
59,50,63,2,21,178,69,62
59,50,60,2,22,176,70,56
69,39,65,2,22,178,70,69
68,57,68,3,22,187,77,72
60,59,68,2,21,185,75,59
62,56,67,2,24,183,77,61
64,49,63,3,23,175,72,69
57,33,63,2,23,178,72,60
65,60,67,3,21,175,70,38
63,46,65,3,24,185,79,72
29,25,45,2,21,185,77,68
31,37,53,2,23,184,81,70
39,18,43,2,23,188,84,84
59,45,64,2,25,171,66,53
53,60,65,2,21,184,78,71
67,45,65,3,24,179,64,31
40,23,52,2,23,194,88,85
65,59,63,3,22,185,82,80
70,57,72,3,23,173,66,56
57,41,61,2,22,189,78,72
66,56,63,3,23,183,76,62
56,44,70,2,23,179,74,57
34,29,49,2,21,187,86,78
60,40,63,2,22,186,81,71
59,46,62,2,23,180,75,68
66,60,67,3,23,178,70,52
64,68,63,3,23,172,72,57
69,68,65,3,21,172,65,45
50,40,54,2,22,197,77,75
62,30,66,3,23,172,71,51
13,11,18,1,22,182,73,46
68,64,65,3,22,174,69,39
34,28,48,2,25,188,77,70
61,34,67,2,23,185,78,63
35,41,57,2,21,191,79,74
60,45,62,2,22,179,70,61
31,41,51,2,24,196,84,86
12,11,24,1,25,190,82,57
31,30,59,2,25,184,77,72
44,53,63,2,23,185,80,72
51,40,58,2,25,189,88,88
60,63,67,2,23,180,75,68
61,77,67,2,23,178,71,60
60,60,63,2,24,182,81,73
65,67,66,3,24,176,82,68
62,50,61,2,24,178,76,63
46,33,49,2,23,187,85,82
69,69,68,3,24,179,61,34
53,30,64,2,23,191,80,74
58,36,62,2,23,183,83,78
68,51,72,3,24,190,84,73
62,53,61,2,23,180,75,69
10,10,11,1,23,188,78,55
59,34,64,2,23,173,67,59
66,78,67,3,23,172,66,39
16,16,21,1,24,185,77,47
62,54,65,2,24,173,66,61
60,37,62,2,23,183,77,78
33,21,39,2,25,186,77,75
26,28,45,2,23,191,88,84
67,50,68,3,24,179,73,55
65,47,64,3,24,178,68,59
67,60,66,4,23,170,73,61
64,63,61,3,24,183,80,72
11,20,20,1,23,193,85,76
66,57,63,2,24,169,69,62
64,60,66,2,22,180,72,69
65,69,68,3,22,168,61,67
73,44,72,3,23,177,72,54
62,39,59,2,24,182,75,57
64,40,61,2,22,173,70,68
59,45,58,3,24,178,74,61
65,70,67,3,22,185,74,64
62,30,59,2,22,179,72,63
71,58,70,3,23,168,63,33
68,61,63,3,24,183,80,66
59,47,59,2,24,178,72,66
71,58,65,3,23,172,67,42
64,45,62,2,23,184,83,62
65,42,64,2,24,185,77,71
68,49,64,3,23,179,70,58
33,27,41,2,23,193,88,75
63,51,66,3,24,178,74,70
68,62,66,3,23,178,77,62
69,55,68,2,24,178,67,47
61,59,62,2,22,177,70,62
61,40,60,2,24,190,88,80
68,51,65,3,24,177,74,52
40,36,54,2,23,184,80,79
67,37,63,2,23,176,68,66
59,43,57,2,22,181,81,74
63,52,66,3,23,170,70,69
58,28,62,2,23,179,74,63
75,54,70,2,23,174,70,46
74,63,70,3,21,180,75,55
67,53,61,3,24,175,70,70
62,55,62,2,25,188,79,76
12,14,13,1,26,183,72,39
11,21,31,1,26,188,82,60
15,15,24,1,26,195,70,47
61,62,62,2,23,183,71,64
63,49,61,2,24,185,73,65
62,36,66,2,25,183,60,76
19,15,24,1,24,182,70,44
32,33,49,2,26,186,77,78
12,16,19,1,26,193,82,69
49,36,66,2,23,186,74,68
68,72,69,3,25,183,77,61
65,69,65,2,25,186,78,74
62,62,61,2,25,177,70,60
73,38,71,3,23,178,68,48
60,59,62,2,25,188,86,80
48,73,62,2,25,184,77,71
65,59,65,3,23,174,64,69
54,48,60,2,24,183,75,71
65,68,67,3,24,175,70,73
52,32,59,2,23,168,69,65
66,43,66,3,24,171,63,61
54,26,61,2,25,186,81,77
20,13,18,1,26,191,83,64
61,48,62,2,23,182,78,80
52,44,65,2,25,187,82,86
19,13,20,1,24,180,78,61
67,66,65,3,24,174,66,56
15,17,16,1,23,190,77,42
66,58,63,3,23,185,84,77
64,63,65,3,25,189,82,74
35,34,53,2,25,184,75,72
56,48,59,2,25,184,74,69
58,45,58,2,25,176,74,58
17,19,18,1,25,183,82,70
72,52,68,3,24,171,70,49
64,41,63,2,23,187,72,66
68,70,65,4,22,176,69,39
24,23,39,2,24,195,84,87
71,60,70,3,24,174,64,48
52,37,55,2,23,182,76,76
60,51,61,3,24,178,82,79
55,30,58,2,23,173,70,62
56,37,62,2,24,182,77,68
64,55,66,3,23,177,75,64
60,38,62,2,24,186,85,87
66,42,65,2,25,181,73,61
57,59,61,2,23,186,78,76
10,14,18,1,26,181,69,51
67,55,67,3,24,176,65,60
62,55,64,3,24,170,74,71
69,64,63,3,23,175,66,53
25,24,47,2,25,184,78,74
32,26,47,2,25,185,73,73
39,38,55,2,24,196,93,75
18,18,23,1,24,186,73,35
31,27,49,2,24,185,82,76
68,63,65,3,23,183,76,57
65,50,64,3,23,170,69,50
62,43,63,2,24,180,66,65
65,56,63,3,24,183,70,68
64,62,63,3,23,179,65,41
55,47,63,2,25,186,83,74
67,47,65,3,24,177,66,69
70,63,65,3,23,170,75,54
15,15,17,1,26,188,83,59
60,50,61,2,22,179,70,71
66,58,63,3,25,184,76,65
61,51,58,2,24,181,76,73
60,45,62,2,25,185,81,65
63,54,62,3,24,189,79,77
62,38,66,2,24,177,70,64
62,57,64,2,25,183,76,61
64,61,63,2,25,183,73,66
18,21,34,1,26,190,83,60
62,49,66,2,25,192,80,83
73,74,66,4,24,182,73,43
13,17,13,1,27,186,82,20
43,29,57,2,24,195,78,73
61,34,60,2,25,183,78,77
58,60,59,2,25,180,73,86
17,13,23,1,24,189,79,57
62,46,65,2,25,183,79,70
13,18,22,1,26,190,75,78
59,55,60,2,26,179,75,77
36,37,59,2,25,191,80,73
64,51,66,2,23,178,75,56
67,60,64,3,23,173,65,59
61,48,63,2,25,174,63,44
61,59,67,2,25,183,71,56
73,63,75,4,23,170,71,51
64,64,61,2,24,184,75,70
68,29,65,3,25,182,68,55
49,38,50,2,24,187,82,80
49,35,59,2,26,180,79,69
65,59,64,3,24,186,74,65
56,49,63,2,25,181,75,65
15,19,21,1,25,188,80,66
30,28,43,2,25,191,83,76
38,30,40,2,24,187,80,76
58,34,66,2,25,188,80,78
53,27,56,2,26,184,87,89
52,38,59,2,25,188,73,88
23,29,49,2,26,188,85,78
68,56,64,3,24,167,69,64
70,30,68,3,25,179,70,64
27,31,47,2,25,190,73,73
57,30,65,2,24,184,89,88
62,57,63,3,24,165,54,38
37,24,55,2,25,189,75,74
64,63,65,3,23,175,68,59
66,64,68,3,25,183,76,70
54,35,64,2,25,185,83,75
63,29,65,3,23,174,71,39
63,56,65,3,24,174,58,50
63,53,67,3,25,178,65,57
59,49,61,2,25,179,75,67
62,32,66,2,25,178,70,66
59,59,71,2,25,175,68,62
61,38,67,2,24,171,70,52
64,35,59,2,25,181,77,65
61,58,63,2,25,172,65,53
11,13,15,1,25,186,79,55
58,29,56,2,22,182,75,59
57,50,67,2,26,191,90,87
48,53,54,2,26,188,79,79
19,10,26,1,27,191,92,74
65,64,62,3,25,183,73,58
67,49,67,3,25,168,63,44
65,61,66,3,26,185,82,75
14,16,21,1,28,187,85,70
61,42,63,2,26,184,78,70
49,34,55,2,26,188,80,82
52,31,52,2,27,196,84,84
65,56,64,3,25,181,75,58
69,58,65,3,23,174,70,47
71,64,70,3,26,181,77,68
68,56,62,3,26,177,70,62
39,39,50,2,24,183,78,86
64,52,60,2,26,186,76,88
44,27,55,2,25,185,85,79
68,46,66,3,25,168,67,35
63,66,66,3,25,175,74,66
64,34,66,3,25,178,75,66
54,24,49,2,25,177,76,72
40,72,60,2,26,173,72,61
70,66,65,3,25,170,72,66
63,41,60,2,25,181,73,59
49,35,59,2,25,187,79,77
61,46,65,2,26,181,73,71
70,55,69,3,24,186,78,63
63,40,62,3,26,178,71,59
55,33,62,2,24,196,91,83
66,61,71,3,25,171,68,33
64,38,51,2,26,175,73,68
65,62,67,3,25,174,66,61
61,44,64,2,25,183,76,74
59,58,62,2,26,185,81,73
57,33,60,2,26,183,79,63
66,56,64,3,25,173,73,65
70,46,68,3,26,170,57,60
25,24,49,2,23,183,73,76
55,63,61,2,25,173,74,66
71,58,69,3,25,185,80,78
54,51,58,3,25,185,85,81
63,51,62,3,24,177,68,66
67,28,65,3,26,191,84,81
66,52,65,3,24,178,71,56
34,21,52,2,25,181,68,70
56,29,58,2,26,189,81,75
56,39,61,3,25,187,80,80
46,30,54,2,26,198,94,90
46,29,44,2,27,188,85,77
66,71,68,4,25,180,75,62
62,58,60,2,26,180,75,62
67,56,65,3,26,181,70,66
66,47,67,3,26,180,75,64
69,35,63,3,25,177,76,61
50,31,64,2,25,183,82,80
64,65,64,3,25,186,80,75
59,44,68,2,26,174,78,62
45,34,55,2,27,174,80,68
62,39,65,2,26,177,67,76
62,61,65,3,24,178,77,58
29,23,45,2,26,182,77,77
49,22,61,2,25,195,93,92
59,47,59,3,26,182,80,76
58,46,61,2,25,177,80,74
44,39,64,2,26,172,79,46
68,58,64,3,25,185,68,67
29,30,33,2,27,185,78,63
26,28,44,2,26,193,93,87
35,26,39,2,26,184,72,71
56,21,59,2,26,188,82,78
68,37,64,3,25,181,73,72
66,68,68,2,24,179,77,61
63,60,67,2,26,184,78,67
64,75,65,3,26,178,73,65
58,62,64,2,26,190,75,73
14,16,18,1,26,185,79,53
65,61,66,3,26,183,77,71
62,52,70,2,25,183,75,66
58,56,60,2,26,188,77,77
64,67,65,3,25,179,65,60
53,28,56,2,26,188,86,75
65,50,63,3,25,171,74,64
64,62,61,2,26,183,80,70
13,13,38,1,29,191,91,77
58,39,63,2,27,192,79,77
70,64,68,3,25,170,63,59
32,33,42,2,25,188,76,71
58,56,64,2,25,185,78,70
64,59,66,3,26,180,76,63
29,36,43,2,27,190,84,83
20,32,38,2,28,187,81,86
60,56,67,2,26,173,71,75
27,27,57,2,27,189,88,92
34,26,46,2,28,183,75,80
73,70,73,3,24,180,69,58
61,46,59,2,26,182,80,73
67,50,64,3,26,172,70,69
67,28,58,2,26,175,67,66
72,49,69,3,25,178,66,55
65,57,66,3,26,180,67,67
62,43,63,2,28,190,75,77
38,25,49,2,24,187,82,77
58,38,64,2,26,185,85,75
55,34,59,2,26,187,72,74
61,51,66,2,25,186,80,73
66,64,65,2,25,178,72,57
50,40,54,2,26,191,80,83
65,57,64,3,26,174,71,58
58,41,65,2,27,174,67,65
34,24,35,2,27,181,77,69
36,32,31,2,28,188,86,81
64,63,68,3,26,180,72,72
64,65,63,3,24,176,71,65
64,44,68,3,26,175,67,64
43,20,38,2,27,189,75,80
72,62,68,3,25,178,69,58
36,30,60,2,28,196,94,90
68,59,65,3,25,165,63,45
37,28,52,2,26,190,86,68
14,13,10,1,28,184,77,77
37,31,43,2,27,199,99,94
15,16,24,1,28,190,73,65
64,68,63,3,27,169,76,54
56,42,57,2,27,184,86,86
62,53,63,2,27,182,81,80
25,25,34,2,29,186,80,75
47,20,55,2,28,190,86,82
64,54,63,3,27,175,73,64
50,23,59,2,27,191,78,80
40,13,53,2,27,178,78,83
64,56,65,4,27,185,77,72
15,18,23,1,28,191,90,67
50,13,48,2,28,185,80,74
52,24,50,2,29,187,86,86
63,74,71,2,27,189,77,61
63,43,60,2,29,186,84,81
57,24,54,2,27,191,88,82
63,59,56,2,27,183,70,64
57,49,60,2,27,185,83,84
30,43,53,2,29,190,75,86
10,15,16,1,30,191,98,64
52,32,52,2,26,188,88,79
63,59,67,3,27,180,78,60
68,66,68,3,27,168,68,44
62,52,62,2,27,183,71,65
61,59,62,3,25,180,79,78
67,53,65,3,26,173,72,55
10,9,29,1,30,185,76,61
59,40,65,2,28,195,85,90
61,55,56,2,25,183,73,72
60,46,61,3,26,182,77,68
65,63,65,3,27,185,77,72
62,53,60,2,26,179,73,67
60,56,67,2,26,179,79,63
16,12,18,1,29,188,87,74
11,19,26,1,25,195,83,74
62,32,66,2,26,178,71,65
46,49,57,2,28,187,80,78
63,59,62,3,27,187,84,79
16,20,24,1,30,191,88,76
53,54,54,2,27,174,76,68
62,59,63,2,27,180,77,73
69,53,67,3,26,178,72,59
62,50,59,2,26,188,73,80
25,28,45,2,28,187,84,85
39,27,47,2,29,190,86,92
61,36,60,2,27,181,73,69
71,63,67,3,26,178,72,65
53,41,59,2,27,185,73,70
64,33,59,2,27,193,84,82
61,38,64,2,26,176,67,58
68,57,60,3,26,189,84,79
65,57,67,3,26,175,67,60
67,55,66,3,27,180,74,62
70,49,61,3,27,184,77,82
64,60,66,3,25,183,75,64
65,55,70,3,27,175,70,70
59,35,64,2,27,175,75,67
58,31,60,2,28,180,72,72
55,44,64,2,27,190,81,83
60,68,65,2,27,174,74,56
62,66,63,2,27,186,77,75
60,29,62,3,27,180,77,70
67,75,68,3,26,187,84,70
39,20,50,2,27,193,93,90
66,59,68,3,26,178,73,67
70,52,64,3,26,178,65,57
63,53,64,2,26,170,68,64
66,62,62,3,26,172,67,60
60,48,63,2,26,186,78,68
64,41,60,2,26,163,63,44
57,38,65,2,26,182,71,59
16,19,23,1,28,189,79,63
62,58,63,3,27,187,80,71
24,51,49,2,41,194,97,93
10,11,18,1,37,188,91,65
61,61,67,3,37,190,89,88
60,53,62,2,36,180,79,82
11,12,21,1,34,195,93,83
67,67,63,3,32,183,76,67
11,12,24,1,35,192,87,56
38,59,62,2,36,190,93,93
16,26,28,1,37,188,85,70
41,43,53,2,36,176,72,64
35,17,52,2,35,183,83,77
65,57,65,3,35,178,77,70
64,48,64,3,37,176,72,74
31,29,44,2,34,189,84,83
63,66,64,3,34,173,70,51
53,61,65,2,34,173,70,65
59,62,64,3,36,176,72,67
60,51,65,2,36,180,76,67
14,12,23,1,34,188,87,56
26,22,38,2,33,186,80,76
57,53,62,2,37,185,86,85
55,75,59,3,34,175,71,69
29,43,44,2,32,185,80,75
13,11,17,1,38,188,81,64
62,61,66,2,36,179,75,66
22,17,12,1,34,184,83,67
32,32,50,2,32,191,82,79
43,34,47,2,34,180,88,82
52,50,67,2,37,178,110,97
60,72,72,2,37,178,77,68
23,62,25,1,36,182,80,62
14,13,20,1,36,182,82,56
64,60,62,2,33,173,71,70
62,60,62,2,33,183,78,70
61,58,65,3,33,184,78,73
51,53,58,2,32,183,80,71
15,13,32,1,34,196,92,59
10,11,14,1,40,184,77,66
62,58,64,2,32,181,70,69
60,53,62,2,36,180,70,70
35,11,42,2,33,187,87,90
69,71,70,3,35,183,77,63
21,19,55,2,34,187,89,76
59,57,57,2,33,180,72,70
66,62,65,3,32,187,84,72
62,60,63,3,30,178,65,67
65,70,68,3,38,163,66,35
61,46,63,2,31,186,82,70
62,58,67,3,33,182,76,61
54,64,65,2,31,180,79,78
60,48,61,2,31,187,86,82
62,55,62,2,32,180,73,62
62,46,63,2,31,185,87,76
52,47,58,2,33,185,79,77
64,53,62,2,30,175,68,64
59,63,64,2,30,178,80,70
61,39,61,2,31,173,77,73
10,11,17,1,32,188,83,52
19,11,15,1,33,190,82,75
65,51,68,2,32,170,68,67
64,54,64,2,32,180,72,69
65,66,63,3,33,183,78,68
58,56,60,2,32,181,73,76
68,57,65,3,30,174,70,61
65,37,66,2,31,170,67,62
52,39,57,2,33,185,82,83
67,61,67,3,33,176,76,61
12,18,43,1,33,193,92,68
65,72,72,3,36,179,77,67
12,12,13,1,33,190,82,41
58,60,65,2,33,178,75,70
66,65,64,3,33,172,68,68
13,12,16,1,31,190,84,67
58,34,58,2,33,182,82,70
18,10,21,1,34,190,83,60
65,64,67,3,32,176,72,63
61,57,68,2,33,180,75,68
66,39,62,2,29,170,67,68
60,38,64,2,37,168,76,63
64,66,66,2,30,177,75,65
52,59,54,2,32,180,71,71
45,26,49,2,34,191,90,89
45,57,46,2,33,184,80,77
34,27,42,2,31,184,83,80
20,13,19,1,28,185,84,70
33,19,43,2,32,188,88,85
13,12,22,1,31,187,82,63
18,14,22,1,30,191,82,57
57,63,61,2,32,188,80,80
56,50,63,2,37,186,81,72
64,57,60,3,32,177,65,56
60,35,61,2,36,194,88,83
69,70,69,3,30,182,83,73
13,11,35,1,30,192,80,64
62,64,61,2,32,180,79,70
29,17,54,2,30,194,92,91
60,51,64,2,29,177,78,85
14,9,22,1,35,189,89,64
44,56,55,2,34,185,79,85
63,71,65,3,31,175,70,63
64,64,63,3,31,175,65,54
45,25,60,2,30,182,78,74
13,14,15,1,31,188,76,62
58,55,63,2,29,177,74,63
74,82,73,2,28,178,68,56
67,65,63,2,27,172,75,59
56,51,53,2,29,188,87,92
39,31,49,2,32,191,88,86
62,70,65,2,30,175,60,54
64,65,65,3,28,181,69,66
64,61,67,3,30,180,67,69
48,59,53,2,31,183,86,84
61,70,62,2,29,187,76,74
58,53,62,2,30,173,72,72
66,57,67,3,29,166,69,57
65,63,64,3,33,175,72,76
66,64,64,3,29,178,69,68
59,65,61,2,31,185,77,69
50,37,54,2,29,184,87,84
61,50,65,2,30,175,78,64
14,12,21,1,30,190,83,66
62,59,62,2,30,181,74,69
13,14,21,1,30,185,84,59
62,65,66,2,30,184,76,76
59,52,61,2,29,183,76,66
63,66,60,2,29,175,70,69
68,57,64,4,30,176,63,63
67,64,63,3,32,170,69,60
57,52,59,2,29,191,78,76
67,67,67,3,29,173,70,57
60,35,57,2,31,173,71,76
64,52,64,3,30,181,74,60
64,62,65,3,27,188,80,73
63,64,62,2,27,185,84,75
67,56,66,3,28,185,77,66
58,52,65,2,28,183,76,88
61,62,62,3,30,180,75,82
63,49,64,3,31,175,81,75
61,72,65,2,33,175,70,71
61,48,62,2,30,184,70,65
62,56,67,2,30,183,73,61
56,59,64,2,30,183,78,78
42,66,58,2,32,195,86,92
66,44,68,2,28,178,75,57
64,55,65,3,32,181,75,67
75,66,66,4,28,183,76,65
56,40,59,2,31,177,72,71
41,56,49,2,28,193,76,88
56,59,66,2,28,183,76,75
67,59,61,4,28,165,61,43
68,70,62,2,29,177,70,54
67,54,60,3,27,190,82,88
13,15,22,1,30,192,83,65
63,64,65,3,29,180,75,69
58,64,60,2,28,183,79,78
66,69,66,3,29,178,76,56
51,47,55,2,27,188,79,84
67,61,67,2,30,178,69,59
65,50,62,3,28,178,77,71
55,46,54,2,31,180,75,77
57,56,63,2,29,177,69,71
64,64,64,3,28,180,72,63
55,55,59,2,34,179,72,61
63,66,65,3,31,185,75,70
62,65,64,2,32,178,77,64
63,30,62,2,27,191,82,70
67,58,59,3,30,188,81,84
56,45,60,2,31,190,86,82
58,68,59,2,30,188,83,81
61,64,63,2,31,179,70,69
55,54,60,2,29,179,87,76
65,51,61,2,28,184,80,70
64,64,65,3,31,177,68,59
49,40,60,2,29,191,87,84
65,63,64,3,29,178,67,67
40,42,58,2,28,184,73,78
64,65,64,3,28,170,65,59
15,12,22,1,30,192,90,78
67,60,66,3,30,179,71,65
63,62,65,3,29,177,77,73
65,52,64,3,29,175,77,59
68,60,70,3,29,183,78,65
63,63,66,3,26,185,81,70
70,56,66,3,27,183,74,62
63,57,65,3,27,181,68,58
57,42,56,2,30,182,78,73
63,62,64,3,28,180,75,70
52,59,61,2,34,183,81,72
58,52,66,2,35,180,70,72
65,37,62,3,28,170,65,59
35,34,42,2,29,190,85,89
63,65,61,2,31,181,76,69
67,51,64,3,29,183,71,57
60,52,61,2,28,175,65,76
52,48,54,2,31,182,75,76
67,41,69,2,30,179,78,71
51,48,58,2,30,183,84,79
64,41,66,3,29,189,79,76
46,44,58,2,29,184,75,71
48,39,60,2,34,188,83,81
66,66,66,3,28,175,78,64
64,38,65,3,27,187,81,84
71,57,56,2,29,178,74,65
61,50,65,2,28,183,70,72
62,50,62,2,28,183,72,65
65,63,64,3,27,188,83,78
62,43,64,3,29,184,77,74
63,58,62,3,27,172,60,32
17,18,22,1,32,190,78,65
60,59,64,2,31,177,67,63
69,54,66,3,28,179,67,57
67,68,62,2,29,182,75,62
12,14,15,1,33,185,73,62
62,63,61,2,31,169,68,67
68,61,66,3,27,169,61,32
68,63,65,3,31,177,72,61
68,56,69,3,29,181,76,55
11,28,26,1,34,188,83,71
61,55,63,2,29,172,66,64
64,53,66,3,27,175,76,59
54,61,60,3,29,188,73,77
57,23,56,2,32,180,67,77
57,51,62,2,26,179,73,77
67,62,66,2,29,192,78,73
68,61,69,3,27,178,68,62
67,54,68,2,30,178,76,63
63,61,62,2,27,188,84,76
66,60,65,3,27,181,81,77
65,49,63,3,27,186,79,66
63,64,61,3,28,180,73,68
67,58,64,3,30,170,76,52
25,30,36,2,30,184,78,81
64,74,69,3,28,180,80,70
59,26,56,2,29,192,89,91
59,33,66,2,27,176,64,62
69,60,69,3,32,185,76,65
54,49,63,2,33,170,70,58
14,17,17,1,33,187,85,63
13,12,11,1,36,188,90,53
65,53,71,3,38,175,70,69
58,36,61,2,29,174,70,58
55,55,65,2,30,175,70,63
67,69,68,3,30,175,70,50
61,44,62,2,31,175,74,69
25,16,16,1,37,190,82,71
64,46,63,3,27,176,74,69
63,58,61,3,38,174,70,71
13,50,20,1,38,187,85,40
56,73,62,2,30,175,68,65
62,60,59,2,34,174,70,64
7,12,23,1,35,183,77,55
58,54,64,2,31,184,80,77
70,57,71,2,28,165,62,34
61,59,65,2,27,172,69,58
63,57,65,3,26,187,82,75
56,46,58,2,30,174,74,63
30,30,42,2,32,188,76,75
57,30,64,2,28,179,77,72
63,53,63,2,35,173,74,63
66,60,64,3,27,176,62,64
56,29,57,2,30,179,78,70
59,29,62,2,31,175,69,59
54,41,55,2,26,192,87,90
35,28,39,2,31,191,76,76
58,73,61,2,26,183,78,77
67,59,67,3,28,185,82,73
67,74,69,3,27,175,66,53
63,42,62,2,27,178,73,70
61,57,66,2,27,185,80,70
64,65,65,3,27,177,69,64
51,51,57,2,29,187,80,75
69,66,60,3,29,180,73,67
68,68,66,3,30,180,75,74
65,65,67,3,27,182,71,61
68,57,65,3,26,181,73,71
64,29,61,2,28,173,70,60
64,52,68,3,30,176,70,74
